Year,Program Area,Program Project,Sub-Program Project,Actuals,Annualized_CR,PresBud,PresBud_vs_Annualized_CR,Enacted,PresBud_vs_Enacted
2017,Environmental Program & Management,Toxics Risk Review and Prevention,Endocrine Disruptors,11502.9,,4329,,7553,3224
2017,Environmental Program & Management,Toxics Risk Review and Prevention,Pollution Prevention Program,12960.5,,13930,,13140,790
2017,Environmental Program & Management,Toxics Risk Review and Prevention,Toxic Substances: Chemical Risk Management,1.6,,0,,0,0
2017,Environmental Program & Management,Toxics Risk Review and Prevention,Toxic Substances: Chemical Risk Review and Reduction,58721.1,,67186,,58554,8632
2017,Environmental Program & Management,Toxics Risk Review and Prevention,Toxic Substances: Lead Risk Reduction Program,14140.8,,13598,,13275,323
2017,Environmental Program & Management,Toxics Risk Review and Prevention,"Subtotal, Toxics Risk Review and Prevention",97323.7,,99043,,92522,6521
2017,Environmental Program & Management,Underground Storage Tanks (LUST / UST),LUST / UST,12036,,11612,,11295,317
2017,Environmental Program & Management,Water: Ecosystems,National Estuary Program / Coastal Waterways,27528.5,,27191,,26723,468
2017,Environmental Program & Management,Water: Ecosystems,Wetlands,20920.3,,23668,,21065,2603
2017,Environmental Program & Management,Water: Ecosystems,"Subtotal, Water: Ecosystems",48448.8,,50859,,47788,3071
2017,Environmental Program & Management,Water: Human Health Protection,Beach / Fish Programs,2412.4,,775,,1982,1207
2017,Environmental Program & Management,Water: Human Health Protection,Drinking Water Programs,97916.7,,108662,,96525,12137
2017,Environmental Program & Management,Water: Human Health Protection,"Subtotal, Water: Human Health Protection",100329.1,,109437,,98507,10930
2017,Environmental Program & Management,Water Quality Protection,Marine Pollution,10363.5,,10313,,10161,152
2017,Environmental Program & Management,Water Quality Protection,Surface Water Protection,199425.7,,228213,,200256,27957
2017,Environmental Program & Management,Water Quality Protection,"Subtotal, Water Quality Protection",209789.2,,238526,,210417,28109
2017,Environmental Program & Management,Congressional Priorities,Water Quality Research and Support Grants,12700,,0,,12700,12700
2017,Environmental Program & Management,Congressional Priorities,"Subtotal, Congressional Priorities",12700,,0,,12700,12700
2017,Environmental Program & Management,,"Total, Environmental Program & Management",2631415.9,,2852893,,2635279,217614
2017,Inspector General,"Audits, Evaluations, and Investigations","Audits, Evaluations, and Investigations",42542.3,,10038,,41489,51527
2017,Inspector General,,"Total, Inspector General",42542.3,,10038,,41489,51527
2017,Building and Facilities,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,7957.7,,1199,,6676,7875
2017,Building and Facilities,Operations and Administration,Facilities Infrastructure and Operations,33326.3,,8562,,35641,44203
2017,Building and Facilities,,"Total, Building and Facilities",41284,,9761,,42317,52078
2017,Hazardous Substance Superfund,Indoor Air and Radiation,Radiation: Protection,1869.5,,197,,1985,2182
2017,Hazardous Substance Superfund,"Audits, Evaluations, and Investigations","Audits, Evaluations, and Investigations",9959.3,,-1161,,9939,8778
2017,Hazardous Substance Superfund,Compliance,Compliance Monitoring,1001.7,,104,,995,1099
2017,Hazardous Substance Superfund,Enforcement,Criminal Enforcement,6996.9,,700,,7124,7824
2017,Hazardous Substance Superfund,Enforcement,Environmental Justice,605.1,,67,,545,612
2017,Hazardous Substance Superfund,Enforcement,Forensics Support,2439.5,,61,,1089,1150
2017,Hazardous Substance Superfund,Enforcement,Superfund: Enforcement,154870.8,,7991,,150628,158619
2017,Hazardous Substance Superfund,Enforcement,Superfund: Federal Facilities Enforcement,463,,6989,,6730,7452
2017,Hazardous Substance Superfund,,"Subtotal, Enforcement",9282,,166375,,171642.3,175657
2017,Hazardous Substance Superfund,Homeland Security,"Homeland Security: Preparedness, Response, and Recovery",3773,,35276,,39405.1,31503
2017,Hazardous Substance Superfund,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,27,,1086,,1351.7,1113
2017,Hazardous Substance Superfund,Homeland Security,"Subtotal, Homeland Security",3746,,36362,,40756.8,32616
2017,Hazardous Substance Superfund,Information Exchange / Outreach,Exchange Network,38,,1328,,1321.1,1366
2017,Hazardous Substance Superfund,IT / Data Management / Security,Information Security,1379,,6083,,541.5,4704
2017,Hazardous Substance Superfund,IT / Data Management / Security,IT / Data Management,1635,,13802,,13865.7,15437
2017,Hazardous Substance Superfund,IT / Data Management / Security,"Subtotal, IT / Data Management / Security",256,,19885,,14407.2,20141
2017,Hazardous Substance Superfund,Legal / Science / Regulatory / Economic Review,Alternative Dispute Resolution,92,,675,,748.8,767
2017,Hazardous Substance Superfund,Legal / Science / Regulatory / Economic Review,Legal Advice: Environmental Program,67,,578,,735.5,511
2017,Hazardous Substance Superfund,Legal / Science / Regulatory / Economic Review,"Subtotal, Legal / Science / Regulatory / Economic Review",25,,1253,,1484.3,1278
2017,Hazardous Substance Superfund,Operations and Administration,"Central Planning, Budgeting, and Finance",1899,,22126,,23542.1,24025
2017,Hazardous Substance Superfund,Operations and Administration,Facilities Infrastructure and Operations,3318,,74278,,77680,70960
2017,Hazardous Substance Superfund,Operations and Administration,Acquisition Management,2007,,22461,,20910.2,24468
2017,Hazardous Substance Superfund,Operations and Administration,Human Resources Management,1675,,6345,,7683,8020
2017,Hazardous Substance Superfund,Operations and Administration,Financial Assistance Grants / IAG Management,240,,2895,,2778.5,3135
2017,Hazardous Substance Superfund,Operations and Administration,"Subtotal, Operations and Administration",2503,,128105,,132593.8,130608
2017,Hazardous Substance Superfund,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,2569,,14032,,14611,11463
2017,Hazardous Substance Superfund,Research: Chemical Safety and Sustainability,Human Health Risk Assessment,19,,2843,,2618.7,2824
2017,Hazardous Substance Superfund,Superfund Cleanup,Superfund: Emergency Response and Removal,3927,,181306,,191026.5,185233
2017,Hazardous Substance Superfund,Superfund Cleanup,Superfund: EPA Emergency Preparedness,295,,7636,,8248.3,7931
2017,Hazardous Substance Superfund,Superfund Cleanup,Superfund: Federal Facilities,5645,,21125,,23212.2,26770
2017,Hazardous Substance Superfund,Superfund Cleanup,Superfund: Remedial,20043,,501000,,560891.9,521043
2017,Hazardous Substance Superfund,Superfund Cleanup,"Subtotal, Superfund Cleanup",783378.9,,740977,,711067,29910
2017,Hazardous Substance Superfund,,"Total, Hazardous Substance Superfund",1175644.6,,1128989,,1094169,34820
2017,Leaking Underground Storage Tanks,Enforcement,Civil Enforcement,588.1,,668,,620,48
2017,Leaking Underground Storage Tanks,Operations and Administration,"Central Planning, Budgeting, and Finance",404.5,,430,,424,6
2017,Leaking Underground Storage Tanks,Operations and Administration,Facilities Infrastructure and Operations,757.9,,1101,,783,318
2017,Leaking Underground Storage Tanks,Operations and Administration,Acquisition Management,160.8,,138,,145,7
2017,Leaking Underground Storage Tanks,,"Subtotal, Operations and Administration",1323.2,,1669,,1352,317
2017,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),LUST / UST,9608.4,,9322,,9240,82
2017,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),LUST Cooperative Agreements,55573.9,,54402,,55040,638
2017,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),LUST Prevention,25369.8,,27859,,25369,2490
2017,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),"Subtotal, Underground Storage Tanks (LUST / UST)",90552.1,,91583,,89649,1934
2017,Leaking Underground Storage Tanks,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,284.5,,365,,320,45
2017,Leaking Underground Storage Tanks,,"Total, Leaking Underground Storage Tanks",92747.9,,94285,,91941,2344
2017,Inland Oil Spill Programs,Compliance,Compliance Monitoring,136.3,,160,,139,21
2017,Inland Oil Spill Programs,Enforcement,Civil Enforcement,2438.4,,2492,,2413,79
2017,Inland Oil Spill Programs,Oil,"Oil Spill: Prevention, Preparedness and Response",14500.7,,20461,,14409,6052
2017,Inland Oil Spill Programs,Operations and Administration,Facilities Infrastructure and Operations,498,,1763,,584,1179
2017,Inland Oil Spill Programs,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,696.4,,534,,664,130
2017,Inland Oil Spill Programs,,"Total, Inland Oil Spill Programs",18269.8,,25410,,18209,7201
2017,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Alaska Native Villages,9821.9,,17000,,20000,3000
2017,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Brownfields Projects,88086.1,,90000,,80000,10000
2017,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Clean Water SRF,1438247.3,,979500,,1393887,414387
2017,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Drinking Water SRF,907052.9,,1020500,,863233,157267
2017,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Mexico Border,7232.1,,5000,,10000,5000
2017,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Diesel Emissions Reduction Grant Program,36139.1,,10000,,50000,40000
2017,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Targeted Airshed Grants,0,,0,,20000,20000
2017,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),"Subtotal, State and Tribal Assistance Grants (STAG)",2486579.4,,2122000,,2437120,315120
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Nonpoint Source (Sec. 319),165685.9,,164915,,164915,0
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Public Water System Supervision (PWSS),102021.2,,109700,,101963,7737
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: State and Local Air Quality Management,231120.5,,268229,,228219,40010
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Radon,8266.7,,0,,8051,8051
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Control (Sec. 106) Monitoring Grants,16867.3,,18500,,17848,652
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Control (Sec. 106) (other activities),212663.2,,227664,,212958,14706
2017,State and Tribal Assistance Grants,Categorical Grants,"Subtotal, Categorical Grant: Pollution Control (Sec. 106)",229530.5,,246164,,230806,15358
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Wetlands Program Development,16713.2,,17661,,14661,3000
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Underground Injection Control (UIC),11130.5,,10506,,10506,0
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pesticides Program Implementation,12747.8,,13201,,12701,500
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Lead,14184.9,,14049,,14049,0
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Hazardous Waste Financial Assistance,101311.3,,99693,,99693,0
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pesticides Enforcement,18012.7,,18050,,18050,0
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Prevention,4471,,4765,,4765,0
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Toxics Substances Compliance,4817.4,,4919,,4919,0
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Tribal General Assistance Program,66416.6,,96375,,65476,30899
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Underground Storage Tanks,1494,,2498,,1498,1000
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Tribal Air Quality Management,13610.5,,12829,,12829,0
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Environmental Information,12170.9,,25346,,9646,15700
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Beaches Protection,9868.1,,0,,9549,9549
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Brownfields,48202.5,,49500,,47745,1755
2017,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Multipurpose Grants,0,,0,,21000,21000
2017,State and Tribal Assistance Grants,Categorical Grants,"Subtotal, Categorical Grants",1071776.2,,1158400,,1081041,77359
2017,State and Tribal Assistance Grants,Congressional Priorities,Congressionally Mandated Projects,14797.9,,0,,0,0
2017,State and Tribal Assistance Grants,Congressional Priorities,"Subtotal, Congressional Priorities",14797.9,,0,,0,0
2017,State and Tribal Assistance Grants,,"Total, State and Tribal Assistance Grants",3573153.5,,3280400,,3518161,237761
2017,Hazardous Waste Electronic Manifest System Fund,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Management,1468.6,,7433,,3674,3759
2017,Hazardous Waste Electronic Manifest System Fund,,"Total, Hazardous Waste Electronic Manifest System Fund",1468.6,,7433,,3674,3759
2017,,Water Quality Protection,Water Infrastructure Finance and Innovation,0,,20000,,0,20000
2017,Water Infrastructure Finance and Innovation Fund,,"Total, Water Infrastructure Finance and Innovation Fund",0,,20000,,0,20000
2017,,,"SUB-TOTAL, EPA",8305119,,8267199,,8179887,87312
2017,,,Rescission of Prior Year Funds,0,,0,,40000,40000
2017,,,"SUB-TOTAL, EPA (INCLUDING RESCISSIONS)",8305119,,8267199,,8139887,127312
2017,,,Hurricane Sandy Supplemental,686,,0,,0,0
2017,,,"TOTAL, EPA",8305805,,8267199,,8139887,127312
2016,Science & Technology,Clean Air,Clean Air Allowance Trading Programs,8220,,7808,,8298,490
2016,Science & Technology,Clean Air,Climate Protection Program,11794.6,,8124,,8018,106
2016,Science & Technology,Clean Air,Federal Support for Air Quality Management,5689.7,,8493,,6923,1570
2016,Science & Technology,Clean Air,Federal Vehicle and Fuels Standards and Certification,84638.8,,100419,,93302,7117
2016,Science & Technology,Clean Air,"Subtotal, Clean Air",110343.1,,124844,,116541,8303
2016,Science & Technology,Indoor Air and Radiation,Indoor Air: Radon Program,219.3,,0,,198,198
2016,Science & Technology,Indoor Air and Radiation,Radiation: Protection,2586.6,,2160,,1984,176
2016,Science & Technology,Indoor Air and Radiation,Radiation: Response Preparedness,4162.2,,4043,,3526,517
2016,Science & Technology,Indoor Air and Radiation,Reduce Risks from Indoor Air,245.5,,412,,289,123
2016,Science & Technology,Indoor Air and Radiation,"Subtotal, Indoor Air and Radiation",7213.6,,6615,,5997,618
2016,Science & Technology,Enforcement,Forensics Support,14088.7,,14398,,13669,729
2016,Science & Technology,Homeland Security,Homeland Security: Critical Infrastructure Protection,10207.3,,11871,,10324,1547
2016,Science & Technology,Homeland Security,"Homeland Security: Preparedness, Response, and Recovery",27840.5,,25674,,26256,582
2016,Science & Technology,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,545,,605,,542,63
2016,Science & Technology,Homeland Security,"Subtotal, Homeland Security",38592.8,,38150,,37122,1028
2016,Science & Technology,IT / Data Management / Security,IT / Data Management,3860.8,,3196,,3089,107
2016,Science & Technology,Operations and Administration,Facilities Infrastructure and Operations,75013.3,,79170,,68339,10831
2016,Science & Technology,Pesticides Licensing,Pesticides: Protect Human Health from Pesticide Risk,3660.5,,3266,,3197,69
2016,Science & Technology,Pesticides Licensing,Pesticides: Protect the Environment from Pesticide Risk,1960.5,,3896,,2316,1580
2016,Science & Technology,Pesticides Licensing,Pesticides: Realize the Value of Pesticide Availability,517.2,,529,,514,15
2016,Science & Technology,Pesticides Licensing,"Subtotal, Pesticides Licensing",6138.2,,7691,,6027,1664
2016,Science & Technology,Research: Air and Energy,Research: Air and Energy,99429.8,,100342,,91906,8436
2016,Science & Technology,Research: Safe and Sustainable Water Resources,Research: Safe and Sustainable Water Resources,120085.3,,111022,,107434,3588
2016,Science & Technology,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,160800.7,,139172,,149975,10803
2016,Science & Technology,Research: Chemical Safety and Sustainability,Human Health Risk Assessment,37813.5,,39277,,39423,146
2016,Science & Technology,Research: Chemical Safety and Sustainability,Endocrine Disruptors,15833.3,,15417,,16253,836
2016,Science & Technology,Research: Chemical Safety and Sustainability,Computational Toxicology,29481.1,,33775,,21409,12366
2016,Science & Technology,Research: Chemical Safety and Sustainability,Research: Chemical Safety and Sustainability (other activities),54153.8,,52253,,49845,2408
2016,Science & Technology,Research: Chemical Safety and Sustainability,"Subtotal, Research: Chemical Safety and Sustainability",99468.2,,101445,,87507,13938
2016,Science & Technology,Research: Chemical Safety and Sustainability,"Subtotal, Research: Chemical Safety and Sustainability",137281.7,,140722,,126930,13792
2016,Science & Technology,Water: Human Health Protection,Drinking Water Programs,3750.9,,3766,,3519,247
2016,Science & Technology,Congressional Priorities,Water Quality Research and Support Grants,2450.1,,0,,4100,4100
2016,Science & Technology,Congressional Priorities,"Subtotal, Congressional Priorities",2450.1,,0,,4100,4100
2016,Science & Technology,,"Total, Science & Technology",779049,,769088,,734648,34440
2016,Environmental Program & Management,Clean Air,Clean Air Allowance Trading Programs,18756.3,,18378,,18231,147
2016,Environmental Program & Management,Clean Air,Climate Protection Program,90702.3,,109625,,95436,14189
2016,Environmental Program & Management,Clean Air,Federal Stationary Source Regulations,26777,,37545,,25000,12545
2016,Environmental Program & Management,Clean Air,Federal Support for Air Quality Management,121018.7,,157339,,120572,36767
2016,Environmental Program & Management,Clean Air,Stratospheric Ozone: Domestic Programs,5121.6,,4963,,4941,22
2016,Environmental Program & Management,Clean Air,Stratospheric Ozone: Multilateral Fund,8901,,9057,,8928,129
2016,Environmental Program & Management,Clean Air,"Subtotal, Clean Air",271276.9,,336907,,273108,63799
2016,Environmental Program & Management,Indoor Air and Radiation,Indoor Air: Radon Program,1790,,3386,,3055,331
2016,Environmental Program & Management,Indoor Air and Radiation,Radiation: Protection,8945.8,,9517,,8576,941
2016,Environmental Program & Management,Indoor Air and Radiation,Radiation: Response Preparedness,2844.2,,3317,,2454,863
2016,Environmental Program & Management,Indoor Air and Radiation,Reduce Risks from Indoor Air,12437,,14057,,13552,505
2016,Environmental Program & Management,Indoor Air and Radiation,"Subtotal, Indoor Air and Radiation",26017,,30277,,27637,2640
2016,Environmental Program & Management,Brownfields,Brownfields,23372.2,,29599,,25593,4006
2016,Environmental Program & Management,Compliance,Compliance Monitoring,101883.5,,122424,,101665,20759
2016,Environmental Program & Management,Enforcement,Civil Enforcement,173835.8,,185756,,170854,14902
2016,Environmental Program & Management,Enforcement,Criminal Enforcement,48136,,51917,,46745,5172
2016,Environmental Program & Management,Enforcement,Environmental Justice,6636.8,,13971,,6737,7234
2016,Environmental Program & Management,Enforcement,NEPA Implementation,15869.1,,17612,,16301,1311
2016,Environmental Program & Management,Enforcement,"Subtotal, Enforcement",244477.7,,269256,,240637,28619
2016,Environmental Program & Management,Geographic Programs,Geographic Program: Chesapeake Bay,61335.5,,70000,,73000,3000
2016,Environmental Program & Management,Geographic Programs,Geographic Program: Gulf of Mexico,5424.2,,3908,,4482,574
2016,Environmental Program & Management,Geographic Programs,Geographic Program: Lake Champlain,1399,,1399,,4399,3000
2016,Environmental Program & Management,Geographic Programs,Geographic Program: Long Island Sound,3944.9,,2893,,3940,1047
2016,Environmental Program & Management,Geographic Programs,Geographic Program: Other,,,,,,
2016,Environmental Program & Management,Geographic Programs,Lake Pontchartrain,948,,948,,948,0
2016,Environmental Program & Management,Geographic Programs,S.New England Estuary (SNEE),2000,,5000,,5000,0
2016,Environmental Program & Management,Geographic Programs,Geographic Program: Other (other activities),1426.7,,939,,1445,506
2016,Environmental Program & Management,Geographic Programs,"Subtotal, Geographic Program: Other",4374.7,,6887,,7393,506
2016,Environmental Program & Management,Geographic Programs,Great Lakes Restoration,288870,,250000,,300000,50000
2016,Environmental Program & Management,Geographic Programs,Geographic Program: South Florida,2343.5,,1340,,1704,364
2016,Environmental Program & Management,Geographic Programs,Geographic Program: San Francisco Bay,5312.4,,3988,,4819,831
2016,Environmental Program & Management,Geographic Programs,Geographic Program: Puget Sound,25009.8,,29998,,28000,1998
2016,Environmental Program & Management,Geographic Programs,"Subtotal, Geographic Programs",398014,,370413,,427737,57324
2016,Environmental Program & Management,Homeland Security,Homeland Security: Communication and Information,4073.4,,4142,,3771,371
2016,Environmental Program & Management,Homeland Security,Homeland Security: Critical Infrastructure Protection,648,,1014,,964,50
2016,Environmental Program & Management,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,4805,,5118,,5460,342
2016,Environmental Program & Management,Homeland Security,"Subtotal, Homeland Security",9526.4,,10274,,10195,79
2016,Environmental Program & Management,Information Exchange / Outreach,State and Local Prevention and Preparedness,13802.7,,27783,,15666,12117
2016,Environmental Program & Management,Information Exchange / Outreach,TRI / Right to Know,13765,,14691,,14616,75
2016,Environmental Program & Management,Information Exchange / Outreach,Tribal - Capacity Building,13749.5,,15600,,14063,1537
2016,Environmental Program & Management,Information Exchange / Outreach,Executive Management and Operations,47471,,48972,,46276,2696
2016,Environmental Program & Management,Information Exchange / Outreach,Environmental Education,7520.3,,10969,,8702,2267
2016,Environmental Program & Management,Information Exchange / Outreach,Exchange Network,19602.1,,25361,,16995,8366
2016,Environmental Program & Management,Information Exchange / Outreach,Small Minority Business Assistance,1766.8,,1971,,1641,330
2016,Environmental Program & Management,Information Exchange / Outreach,Small Business Ombudsman,1604,,2296,,2031,265
2016,Environmental Program & Management,Information Exchange / Outreach,Children and Other Sensitive Populations: Agency Coordination,5888,,8035,,6548,1487
2016,Environmental Program & Management,Information Exchange / Outreach,"Subtotal, Information Exchange / Outreach",125169.4,,155678,,126538,29140
2016,Environmental Program & Management,International Programs,US Mexico Border,3607.7,,3307,,2978,329
2016,Environmental Program & Management,International Programs,International Sources of Pollution,6673.7,,7245,,6938,307
2016,Environmental Program & Management,International Programs,Trade and Governance,5761.3,,6009,,5484,525
2016,Environmental Program & Management,International Programs,"Subtotal, International Programs",16042.7,,16561,,15400,1161
2016,Environmental Program & Management,IT / Data Management / Security,Information Security,5861,,6666,,6309,357
2016,Environmental Program & Management,IT / Data Management / Security,IT / Data Management,90118.6,,96395,,84227,12168
2016,Environmental Program & Management,IT / Data Management / Security,"Subtotal, IT / Data Management / Security",95979.6,,103061,,90536,12525
2016,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Integrated Environmental Strategies,14012.7,,21937,,12724,9213
2016,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Administrative Law,4321,,5039,,5120,81
2016,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Alternative Dispute Resolution,1262.4,,1452,,1397,55
2016,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Civil Rights / Title VI Compliance,9315.3,,11793,,11070,723
2016,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Legal Advice: Environmental Program,42816.4,,52411,,42027,10384
2016,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Legal Advice: Support Program,14231.3,,18662,,16907,1755
2016,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Regional Science and Technology,2338.2,,2941,,2176,765
2016,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Science Advisory Board,4685.1,,6072,,5110,962
2016,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Regulatory/Economic-Management and Analysis,14408.3,,18479,,14883,3596
2016,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,"Subtotal, Legal / Science / Regulatory / Economic Review",107390.7,,138786,,111414,27372
2016,Environmental Program & Management,Operations and Administration,"Central Planning, Budgeting, and Finance",73721.3,,76057,,72851,3206
2016,Environmental Program & Management,Operations and Administration,Facilities Infrastructure and Operations,305366.3,,312180,,310399,1781
2016,Environmental Program & Management,Operations and Administration,Acquisition Management,34537.6,,37974,,30761,7213
2016,Environmental Program & Management,Operations and Administration,Human Resources Management,39052.3,,51344,,43843,7501
2016,Environmental Program & Management,Operations and Administration,Financial Assistance Grants / IAG Management,23371.7,,27847,,24897,2950
2016,Environmental Program & Management,Operations and Administration,"Subtotal, Operations and Administration",476049.2,,505402,,482751,22651
2016,Environmental Program & Management,Pesticides Licensing,Science Policy and Biotechnology,1532.7,,1532,,1400,132
2016,Environmental Program & Management,Pesticides Licensing,Pesticides: Protect Human Health from Pesticide Risk,50633.7,,60019,,55698,4321
2016,Environmental Program & Management,Pesticides Licensing,Pesticides: Protect the Environment from Pesticide Risk,36085.1,,39805,,35470,4335
2016,Environmental Program & Management,Pesticides Licensing,Pesticides: Realize the Value of Pesticide Availability,10175.5,,10409,,9795,614
2016,Environmental Program & Management,Pesticides Licensing,"Subtotal, Pesticides Licensing",98427,,111765,,102363,9402
2016,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Corrective Action,36578.7,,37048,,36438,610
2016,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Management,58104.9,,63413,,59958,3455
2016,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Minimization & Recycling,9213.5,,10781,,8481,2300
2016,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),"Subtotal, Resource Conservation and Recovery Act (RCRA)",103897.1,,111242,,104877,6365
2016,Environmental Program & Management,Toxics Risk Review and Prevention,Endocrine Disruptors,5638.5,,4259,,7553,3294
2016,Environmental Program & Management,Toxics Risk Review and Prevention,Pollution Prevention Program,15056.4,,13416,,13114,302
2016,Environmental Program & Management,Toxics Risk Review and Prevention,Toxic Substances: Chemical Risk Management,209.2,,0,,0,0
2016,Environmental Program & Management,Toxics Risk Review and Prevention,Toxic Substances: Chemical Risk Review and Reduction,56133.9,,56304,,58135,1831
2016,Environmental Program & Management,Toxics Risk Review and Prevention,Toxic Substances: Lead Risk Reduction Program,14648.9,,13726,,13719,7
2016,Environmental Program & Management,Toxics Risk Review and Prevention,"Subtotal, Toxics Risk Review and Prevention",91686.9,,87705,,92521,4816
2016,Environmental Program & Management,Underground Storage Tanks (LUST / UST),LUST / UST,11979.2,,11657,,11295,362
2016,Environmental Program & Management,Water: Ecosystems,National Estuary Program / Coastal Waterways,24385.2,,27310,,26723,587
2016,Environmental Program & Management,Water: Ecosystems,Wetlands,20629.1,,23334,,21065,2269
2016,Environmental Program & Management,Water: Ecosystems,"Subtotal, Water: Ecosystems",45014.3,,50644,,47788,2856
2016,Environmental Program & Management,Water: Human Health Protection,Beach / Fish Programs,1505.4,,750,,2015,1265
2016,Environmental Program & Management,Water: Human Health Protection,Drinking Water Programs,95283.5,,125018,,96492,28526
2016,Environmental Program & Management,Water: Human Health Protection,"Subtotal, Water: Human Health Protection",96788.9,,125768,,98507,27261
2016,Environmental Program & Management,Water Quality Protection,Marine Pollution,11877.3,,10481,,10628,147
2016,Environmental Program & Management,Water Quality Protection,Surface Water Protection,198879.2,,238818,,199789,39029
2016,Environmental Program & Management,Water Quality Protection,Water Infrastructure Finance and Innovation,0,,5000,,0,5000
2016,Environmental Program & Management,Water Quality Protection,"Subtotal, Water Quality Protection",210756.5,,254299,,210417,43882
2016,Environmental Program & Management,Congressional Priorities,Water Quality Research and Support Grants,12700,,0,,12700,12700
2016,Environmental Program & Management,Congressional Priorities,"Subtotal, Congressional Priorities",12700,,0,,12700,12700
2016,Environmental Program & Management,,"Total, Environmental Program & Management",2566449.2,,2841718,,2613679,228039
2016,Inspector General,"Audits, Evaluations, and Investigations","Audits, Evaluations, and Investigations",41448,,50099,,41489,8610
2016,Inspector General,,"Total, Inspector General",41448,,50099,,41489,8610
2016,Building and Facilities,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,4158.7,,7875,,6676,1199
2016,Building and Facilities,Operations and Administration,Facilities Infrastructure and Operations,23532.6,,43632,,35641,7991
2016,Building and Facilities,,"Total, Building and Facilities",27691.3,,51507,,42317,9190
2016,Hazardous Substance Superfund,Indoor Air and Radiation,Radiation: Protection,1992.1,,2180,,1985,195
2016,Hazardous Substance Superfund,"Audits, Evaluations, and Investigations","Audits, Evaluations, and Investigations",9435.9,,8459,,9939,1480
2016,Hazardous Substance Superfund,Compliance,Compliance Monitoring,1014.9,,1067,,995,72
2016,Hazardous Substance Superfund,Enforcement,Criminal Enforcement,7430.4,,7643,,7243,400
